,2-aminoadipate,3-phosphoglycerate,alpha-glycerophosphate,4-pyridoxate,aconitate,adenine,adipate,alpha-ketoglutarate,AMP,citrate,isocitrate,CMP,cystathionine,cytidine,DHAP/glyceraldehyde 3P,erythrose-4-phosphate,F1P/F6P/G1P/G6P,hexoses (HILIC neg),fumarate/maleate/alpha-ketoisovalerate,glucuronate,glutathione oxidized,glutathione reduced,GMP,guanosine,hippurate,hypoxanthine,inosine,kynurenine,lactate,lactose,malate,NAD,NADP,oxalate,pantothenate,PEP,ribose-5-P/ribulose5-P,sorbitol,succinate/methylmalonate,sucrose,thymine,UMP,UDP-galactose/UDP-glucose,uracil,urate,uridine,xanthine,glycodeoxycholate/glycochenodeoxycholate,taurodeoxycholate/taurochenodeoxycholate,phosphocreatine,6-phosphogluconate,2-hydroxyglutarate,inositol,malondialdehyde,glycine,alanine,serine,threonine,methionine,aspartate,glutamate,asparagine,glutamine,histidine,arginine,lysine,valine,leucine,isoleucine,phenylalanine,tyrosine,tryptophan,proline,cis/trans-hydroxyproline,ornithine,citrulline,taurine,5-HIAA,serotonin,GABA,acetylglycine,dimethylglycine,homocysteine,SDMA/ADMA,NMMA,allantoin,anthranilic acid,kynurenic acid,5-adenosylhomocysteine,carnosine,N-carbamoyl-beta-alanine,thiamine,niacinamide,betaine,choline,alpha-glycerophosphocholine,creatine,creatinine,trimethylamine-N-oxide,adenosine,thymidine,xanthosine,2-deoxyadenosine,2-deoxycytidine,cotinine,pipecolic acid,pyroglutamic acid,1-methylnicotinamide,butyrobetaine,putrescine,methionine sulfoxide,carnitine,acetylcarnitine,propionylcarnitine,malonylcarnitine,butyrylcarnitine/isobutyrylcarnitine,valerylcarnitine/isovalerylcarnitine/2-methylbutyroylcarnitine,hexanoylcarnitine,heptanoylcarnitine,lauroylcarnitine,myristoylcarnitine,palmitoylcarnitine,stearoylcarnitine,oleylcarnitine,arachidonyl_carnitine,beta-alanine
TC71_BONE,74686.0,172032.0,6987410.0,199394.0,121946.0,101398.0,71564.0,162946.0,153832.0,6222601.0,255265.0,14753.0,900247.0,26899.0,534835.0,35799.0,1636913.0,117434352.0,1900327.0,92564.0,143346.0,4525048.0,33221.0,14143.0,74906.0,12905.0,20250.0,1213.0,55582929.0,142573.0,15232771.0,799779.0,13079.0,71162.0,8572212.0,27317.0,1133898.0,28884608.0,8954731.0,69641.0,228327.0,87240.0,1083200.0,454708.0,501939.0,119010.0,662522.0,6806.0,7719255.0,4852222.0,51528.0,341609.0,232933.0,32313.0,49805.0,601236.0,21730.0,1429530.0,542067.0,174582.0,4642342.0,343529.0,10926369.0,2355601.0,1691340.0,3640512.0,4962047.0,11520033.0,12921638.0,15061738.0,686729.0,1427998.0,18820979.0,47116.0,223490.0,19411.0,370920.0,1539.0,11235.0,15435.0,2668.0,66613.0,42575.0,387455.0,34884.0,78682.0,1060.0,7999.0,9228.0,159877.0,24231.0,3875898.0,971877.0,4447156.0,3161827.0,819140.0,5635822.0,1067623.0,4705.0,18925.0,24981.0,16137.0,19757.0,66972.0,9732.0,622.0,1180865.0,5446.0,1461772.0,1250951.0,20062.0,1566426.0,8552909.0,509415.0,21558.0,553079.0,128757.0,6642.0,584.0,849.0,1199.0,1202.0,453.0,830.0,511.0,29783.0
NCIH2227_LUNG,56513.2,25628.2,16726.0,306144.0,4393.0,8195.0,47118.0,5345.0,12954.0,99015.0,6079.0,16401.6,7906.0,28135.0,7977.0,10306.8,61402.0,33436160.0,122392.0,12863.0,1932.0,129347.0,26974.2,2661.0,38872.0,129924.0,15850.0,764.0,13335203.0,10328.0,603206.0,56528.0,2655.8,123581.0,3130119.0,7439.0,6735.0,2393620.0,876031.0,31646.0,79286.0,14747.0,20371.0,60763.0,122921.8,77308.0,70836.0,4405.4,2747706.0,252173.0,12927.8,62396.0,110563.0,9842.0,1109.0,86414.0,61973.0,143401.0,39843.0,45140.0,382977.0,16310.0,1878762.0,219902.0,813413.0,381419.0,548115.0,919544.0,974442.0,914883.0,34410.0,98015.0,949282.0,6033.0,130296.0,2308.0,51352.0,469.2,3499.6,53022.0,1368.6,12610.0,592.6,20190.0,1132.0,8429.0,636.0,186.0,1152.0,2493.0,3903.0,358277.0,87805.0,844522.0,2269953.0,66960.0,933541.0,154444.0,7143.0,7394.0,9561.0,2368.0,2178.0,20285.0,18529.0,1407.8,195870.0,100685.0,59608.0,354459.0,3908.0,89695.0,191500.0,47385.0,368.0,141980.0,5828.0,805.0,408.0,340.0,3480.0,924.0,1119.0,666.0,361.0,4918.6
SNU449_LIVER,35355.0,101465.0,418803.0,134213.0,90110.0,61334.0,81908.0,269195.0,53870.0,4669591.0,161961.0,8236.0,43907.0,43226.0,115263.0,9783.0,611452.0,134523773.0,1407800.0,84936.0,234133.0,4615402.0,16159.0,5968.0,152702.0,86780.0,20788.0,9403.0,37320409.0,864128.0,10994284.0,427179.0,9791.0,87305.0,4832230.0,22575.0,144577.0,36915273.0,11667393.0,189659.0,129867.0,27845.0,712633.0,1022582.0,633139.0,33789.0,902900.0,13258.0,19693444.0,46650.0,11378.0,423731.0,330915.0,25765.0,5955.0,278417.0,241145.0,232609.0,323632.0,282738.0,3582361.0,542179.0,5598943.0,1558106.0,4815015.0,1182455.0,1093715.0,7107200.0,7722028.0,3914897.0,196226.0,446166.0,10251262.0,395808.0,1307698.0,35414.0,220531.0,788.0,7157.0,23884.0,1319.0,110061.0,6302.0,272485.0,14794.0,110304.0,2288.0,12339.0,1889.0,38905.0,13676.0,1887773.0,205150.0,5840352.0,3784297.0,1149014.0,1805921.0,550229.0,7974.0,29720.0,7471.0,12132.0,5256.0,107018.0,18417.0,571.0,929692.0,3450404.0,1060838.0,1499638.0,40936.0,1146170.0,5851875.0,437588.0,19998.0,928190.0,1013596.0,25435.0,2368.0,1467.0,1444.0,9070.0,3270.0,5995.0,402.0,43127.0
NCIH28_PLEURA,45560.0,21569.0,274633.0,221314.8,19036.0,17925.2,58730.0,104680.0,23443.0,1299457.0,65210.0,1305.0,16486.0,79067.0,49397.0,5817.0,233059.0,129970089.0,579319.0,107405.0,32307.0,938235.0,13066.0,7036.0,74487.0,224233.0,15435.0,13985.0,9485872.0,104429.0,3483116.0,106213.0,4776.0,83367.0,2626603.0,1402.0,50830.0,23997538.0,8836807.0,52448.0,220814.4,29756.0,161345.0,714534.0,34739.0,178029.0,812458.0,18327.8,10012701.0,349003.0,75092.2,370772.0,96342.0,8266.0,3247.0,59788.0,301698.0,211836.0,262269.0,198746.0,1068537.0,220611.0,4019062.0,1112120.0,3584540.0,1410511.0,1167001.0,5041334.0,5666527.0,3355172.0,144629.0,353318.0,4072021.0,414255.0,905534.0,30234.0,808080.0,1262.2,2695.0,19365.0,816.0,74166.8,1411.8,150455.0,11396.6,78727.0,4306.0,4998.0,1063.6,40558.0,2747.0,1050720.0,242421.0,3131044.0,5335830.0,385821.0,4385699.0,484383.0,1353.0,5426.0,15491.0,7281.0,1462.0,7240.0,18626.0,3183.0,603261.0,332505.0,226329.0,1185081.0,10961.0,563927.0,855272.0,726824.2,12278.4,187195.6,153718.2,7978.6,1297.6,971.4,1588.6,4043.2,1456.0,3693.2,274.0,34256.8
OV56_OVARY,37959.0,63538.0,962982.0,133313.0,53424.0,71503.0,72219.0,196661.0,101443.0,2880207.0,168511.0,7388.0,146167.0,19799.0,339924.0,31695.0,1457949.0,77961398.0,935911.0,73133.0,78140.0,3603429.0,22816.0,25197.0,38848.0,141231.0,38411.0,124508.0,44906052.0,231981.0,8156617.0,512646.0,13964.0,138089.0,3481564.0,14371.0,264568.0,115032345.0,3460982.0,163860.0,843120.0,30974.0,845105.0,463024.0,11556.0,235339.0,514591.0,10238.0,4969629.0,214332.0,62275.0,1288751.0,288080.0,28763.0,17352.0,820374.0,149201.0,621739.0,269707.0,63570.0,2763555.0,65340.0,724602.0,1416100.0,3204103.0,1599621.0,1956859.0,5314954.0,5518714.0,5742220.0,223951.0,197281.0,19036025.0,36916.0,300656.0,12508.0,640159.0,762.0,4090.4,37975.0,1519.0,24034.0,1674.0,104719.0,10514.0,40394.0,1720.0,4777.0,7163.0,13019.0,9685.0,2315436.0,108791.0,3338427.0,7541375.0,465271.0,727199.0,232148.0,4020.0,76130.0,8015.0,8664.0,25671.0,17437.0,45621.0,2184.0,609836.0,10602525.0,701586.0,1307098.0,24739.0,929146.0,3096033.0,109346.0,11243.0,215475.0,137316.0,6600.0,1209.0,403.0,321.0,822.0,2040.4,687.0,269.0,101662.0
JHOS4_OVARY,45212.0,17979.0,218736.0,44324.0,51970.0,22052.0,41302.0,143405.0,67952.0,3099680.0,87896.0,10861.0,180964.0,6243.0,17173.0,18414.0,947552.0,100247554.0,986142.0,128721.0,43313.0,1952064.0,13509.0,2752.0,36258.0,139775.0,11630.0,17103.0,9786265.0,93566.0,7440739.0,133823.0,5790.0,63362.0,2157020.0,3894.0,60504.0,14425668.0,10226133.0,98512.0,165216.0,29325.0,260954.0,552102.0,456771.0,64073.0,610639.0,5816.0,1267234.0,101150.0,44958.0,450855.0,210869.0,5854.0,6742.0,346707.0,232270.0,426011.0,208819.0,79333.0,1570122.0,88248.0,3980106.0,2270317.0,2091236.0,1297491.0,1110404.0,4003814.0,3958743.0,4751079.0,166369.0,468177.0,7217555.0,44528.0,268834.0,15238.0,62338.0,814.0,527.0,60672.0,759.0,36721.0,1165.0,136342.0,6098.0,45041.0,1655.0,15660.0,720.0,22663.0,1005.0,1428310.0,223587.0,4120946.0,6270888.0,288680.0,2402707.0,382765.0,5880.0,990.0,16783.0,6390.0,4157.0,6118.0,1532.0,2212.0,407099.0,1040902.0,312429.0,237031.0,13562.0,309385.0,1885165.0,293620.0,9029.0,252624.0,47565.0,5129.0,1088.0,2569.4,1521.0,2323.0,675.0,1855.0,113.0,7722.0
KYSE450_OESOPHAGUS,118754.0,147210.0,3317701.0,32166.0,194117.0,68994.0,79115.0,197875.0,89338.0,10119412.0,503323.0,12913.0,1597060.0,28290.0,238560.0,48743.0,2287204.0,69188706.0,1633659.0,99119.0,484862.0,11552038.0,51192.0,3708.0,98336.0,12580.0,7994.0,5054.0,37865335.0,221295.0,13377688.0,1420288.0,19409.0,98662.0,3959510.0,15663.0,453102.0,31488073.0,10848026.0,61759.0,85062.0,28365.0,2541417.0,345920.0,541893.0,120215.0,884950.0,14315.0,4425428.0,10419902.0,78674.0,580626.0,954510.0,33059.0,6686.0,1292304.0,68285.0,136559.0,11506.0,179847.0,4966041.0,842791.0,5204305.0,3661889.0,3614243.0,420967.0,276835.0,3076233.0,5065728.0,58016.0,91350.0,165405.0,16354119.0,771571.0,849913.0,11081.0,912816.0,1405.0,24304.0,12609.0,2260.0,62983.0,4724.0,531661.0,52117.0,94211.0,5865.0,7540.0,5395.0,41648.0,66752.0,1224272.0,116684.0,7180814.0,7876402.0,4776407.0,6515640.0,1456171.0,5679.0,12191.0,7642.0,16850.0,9790.0,156154.0,11174.0,1167.0,759137.0,2699.0,1944911.0,69652.0,22779.0,2526628.0,16653411.0,869436.0,48318.0,471137.0,385947.0,12950.0,727.0,2265.0,5343.0,34064.0,9606.0,9445.0,737.0,149787.0
RMUGS_OVARY,5494.0,41881.0,8765.0,61610.6,4615.0,10050.0,49778.0,67842.6,96671.0,509402.0,16183.0,4246.0,4788.0,21590.0,33923.0,6808.0,235264.0,41738853.0,557850.0,19297.0,92655.0,2820856.0,7484.0,2107.0,18263.0,232309.0,8652.0,1300.0,4252897.0,27705.0,2981335.0,159539.0,13279.0,75348.0,3978848.0,2593.0,30689.0,9533388.0,2468101.0,26160.0,141945.0,27335.0,117178.0,213674.0,593689.0,28814.0,247091.0,4610.0,2687327.6,75199.0,29102.0,77267.0,35715.0,9166.6,3101.0,106402.0,121216.0,70576.0,21387.0,93048.0,551499.0,50222.0,374011.0,1379937.0,1900985.0,381926.0,247677.0,438239.0,73936.0,441243.0,16353.0,84376.0,4584989.0,30961.0,439344.0,4978.0,172156.0,629.0,3557.0,4076.0,1009.6,23177.0,403.0,78831.0,3743.0,26485.0,1760.0,2675.0,1134.0,10693.0,2073.0,189558.0,9139.0,1788174.0,6291038.0,96627.0,748675.0,122794.0,8933.0,81217.0,16186.0,2883.0,1660.0,5016.0,6046.0,177.0,79019.0,15669.0,347230.0,91914.0,5933.0,760335.0,1312714.0,58484.0,6257.0,799150.0,586635.0,4373.0,416.0,990.0,3954.0,3963.0,345.0,2670.0,500.0,8335.0
KLE_ENDOMETRIUM,26476.0,20557.0,68667.0,70486.0,56554.0,42386.0,82794.0,213708.6,51984.0,3693456.0,117070.0,5519.0,19384.0,13138.0,68720.4,22068.0,771266.0,221341185.0,1176592.0,62236.0,134926.0,1437133.0,12143.0,9859.0,165256.0,796380.0,39566.0,62338.0,19379399.0,236628.0,8252846.0,195937.0,5113.0,61951.0,5514414.0,4585.0,62663.0,35973369.0,11517683.0,148256.0,402091.0,22901.0,185231.0,933147.0,752387.0,57896.0,1163781.0,19050.0,4119754.0,1668447.0,24135.0,158907.0,605487.0,15914.0,10947.0,609875.0,306231.0,837556.0,547495.0,523337.0,2044958.0,75068.0,6175435.0,5169034.0,3723441.0,4990598.0,3351411.0,9678600.0,9626282.0,11178188.0,402826.0,896640.0,6304218.0,36279.0,1446642.0,27536.0,65446.0,1836.0,6138.0,16403.0,1831.0,99985.0,490.0,303336.0,24990.0,150780.0,1621.0,22616.0,817.0,103922.0,1627.0,4061036.0,816435.0,4825245.0,9479278.0,2171974.0,2807259.0,1087105.0,7314.0,61722.0,61476.0,19181.0,5743.0,35571.0,2842.0,7642.4,1374233.0,1789888.0,1000542.0,123228.0,32132.0,1061074.0,14012761.0,763401.0,38003.0,1648433.0,150465.0,11362.0,1324.0,667.0,748.0,2576.0,700.0,1658.0,135.0,11690.0
LN229_CENTRAL_NERVOUS_SYSTEM,58945.0,81539.0,158176.0,220815.2,61424.0,15449.0,43449.0,177861.0,46546.0,4194437.0,154989.0,5687.0,58909.0,34928.0,56926.0,29849.0,1129259.0,198910659.0,1660341.0,106360.0,223003.0,6716792.0,12234.0,51784.0,100693.0,157052.0,41111.0,9100.0,37738298.0,193191.0,11525278.0,384202.0,11652.0,74364.0,6819158.0,8710.0,178996.0,27475779.0,10509956.0,128238.0,67983.0,35353.0,987113.0,211605.0,470440.0,49751.0,716270.0,9695.0,11790856.0,1244600.0,167141.0,305390.0,171060.0,23251.0,14867.0,335125.0,356769.0,1140077.0,667756.0,261295.0,3127875.0,40783.0,7446247.0,4219326.0,2207654.0,5436497.0,4482254.0,11486050.0,11664632.0,14399868.0,626270.0,1269805.0,5627591.0,18597.0,316623.0,20161.0,750026.0,1311.0,5071.0,17441.0,1623.0,63059.0,7836.0,209182.0,16743.0,77255.0,1001.0,10245.0,1665.0,34367.0,60541.0,5322175.0,1094121.0,3650438.0,5032348.0,130553.0,3646710.0,664826.0,8233.0,44578.0,5991.0,9871.0,8003.0,22935.0,14462.0,215.0,1428050.0,4457142.0,943094.0,489609.0,34809.0,1141743.0,2289735.0,3378042.0,36584.0,346141.0,953529.0,9829.0,1623.0,2767.0,2965.0,4850.0,1133.0,5226.0,389.0,108212.0
P31FUJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,11548.0,15940.0,369084.0,202480.0,5717.0,26333.0,40175.0,54545.2,63162.0,323011.0,31681.0,14174.0,83572.6,198283.2,22362.2,9794.0,210437.0,6910492.0,1465580.0,72463.0,42381.0,2067384.0,23711.0,9135.0,4105.0,172876.0,7250.0,2280.0,8942294.0,11826.0,10610686.0,193883.0,2829.0,101735.0,536936.0,19577.0,25316.0,2369947.0,2569380.0,14265.0,39188.0,33052.0,405523.0,59876.0,26988.0,42553.0,23727.0,2678.8,515385.0,62885.0,3016.0,669205.0,39303.0,4274.0,3985.0,280287.0,183935.0,147609.0,58154.0,73833.0,2124630.0,309959.0,3102668.0,251242.0,1025867.0,99814.0,218829.0,955192.0,1054397.0,735385.0,28754.0,135509.0,2839482.0,405259.0,59785.0,13392.0,352962.0,431.0,547.0,69809.0,964.4,11400.0,1180.0,27230.0,973.0,8885.0,568.0,236.0,4226.0,3229.0,801.0,255825.0,52532.0,942843.0,4113589.0,40944.0,729563.0,74169.0,11640.0,3808.0,3100.0,1213.0,1190.0,691.0,52962.0,260.0,40460.0,2193629.0,202374.0,912446.0,4341.0,228778.0,965994.0,73302.0,11552.0,363359.0,427286.0,10280.0,3499.0,2664.0,7999.0,46751.0,6627.0,15876.0,197.0,19681.0
RKN_SOFT_TISSUE,65699.0,81801.0,1015113.0,73280.0,125211.0,28412.0,79335.0,107550.0,36526.0,5183228.0,367660.0,3378.0,38236.0,18565.0,106675.0,13228.0,723849.0,90960201.0,1148465.0,99409.0,78590.0,2274416.0,15927.0,4921.0,74380.0,550635.0,19879.0,15705.0,35845952.0,133123.0,9936928.0,617933.0,2981.0,81785.0,6693331.0,14937.0,118128.0,29606600.0,9063712.0,44853.0,228317.0,11552.0,672109.0,176516.0,771859.0,79017.0,1080246.0,14847.0,10824070.0,1058405.0,97553.0,239984.0,205406.0,22367.0,34462.0,1112561.0,159481.0,304336.0,107343.0,243242.0,2522091.0,332376.0,499094.0,4257920.0,3253787.0,1368197.0,906658.0,1458123.0,41462.0,1901935.0,64039.0,336454.0,19527299.0,283364.0,3463768.0,51945.0,547764.0,1092.0,17331.0,53849.0,2258.0,71161.0,222.0,304190.0,21425.0,78580.0,2149.0,11765.0,661.0,36109.0,66342.0,799346.0,20778.0,5153648.0,14342658.0,1545788.0,3263415.0,685020.0,7594.0,22190.0,46132.0,12281.0,5932.0,91550.0,13059.0,2877.0,601557.0,15524.0,1755292.0,956833.0,14209.0,1631472.0,12860529.0,219781.0,28847.0,1116120.0,56080.0,7514.0,1423.0,546.0,1368.0,6413.0,3118.0,1730.0,318.0,72253.0
PATU8988S_PANCREAS,53240.0,35705.0,159298.0,117834.0,93094.0,22845.0,30756.0,65664.0,85819.0,6905379.0,60216.0,11437.0,26149.0,26182.0,40349.0,19578.0,983929.0,179824148.0,1078906.0,118740.0,53611.0,3927390.0,11644.0,9952.0,47306.0,90419.0,16607.0,1777.0,8280935.0,203851.0,7740721.0,222134.0,7251.2,74039.0,1929404.0,1381.0,35480.0,19051084.0,9739757.0,157315.0,113057.0,37513.0,251010.0,786207.0,118346.0,143553.0,871302.0,7066.0,7184415.0,238943.0,20386.0,90262.0,137852.0,6066.0,6172.0,255364.0,462431.0,863228.0,494257.0,539595.0,1911795.0,59529.0,14529043.0,3231803.0,1757828.0,3305119.0,2821870.0,9663044.0,10927449.0,9302682.0,399157.0,924478.0,2769162.0,38348.0,267250.0,23731.0,408892.0,559.0,11422.8,58526.0,1060.0,148922.0,2849.0,158725.0,8819.0,80968.0,6258.0,19639.0,2154.0,35280.0,9231.4,3361039.0,836165.0,6469027.0,6576662.0,1182270.0,757198.0,523942.0,5981.0,2984.0,7126.0,7773.0,3866.0,10760.0,3357.0,1418.0,1601792.0,14013.0,1241692.0,376415.0,55389.0,1659801.0,4361239.0,783889.0,12021.0,113155.0,106060.0,9200.0,1876.0,1096.0,2118.0,11582.0,1949.0,8473.0,402.0,28943.0
NH6_AUTONOMIC_GANGLIA,14352.0,24516.8,14040.0,69232.0,7485.0,12071.0,108609.0,46488.2,5729.0,1824518.0,85761.0,3567.0,56352.0,1407755.0,14246.6,11188.2,76049.0,67099055.0,479979.0,29868.0,4420.0,188987.0,6241.8,98684.0,61893.0,2456707.0,126489.0,2725.0,5121028.0,9920.0,2172128.0,24290.0,4890.2,100676.0,3241541.0,3559.2,12038.0,19797046.0,5771252.0,21960.0,3720457.0,9936.6,31342.0,841509.0,471634.0,2824452.0,3076753.0,18992.0,3367756.2,113284.0,145726.0,97778.0,75955.0,6464.0,2288.0,29184.0,105622.0,242731.0,73627.0,40855.0,780594.0,5684.0,2466462.0,392749.0,595086.0,641261.0,694513.0,1491281.0,1734126.0,1552325.0,49443.0,163430.0,921999.0,9847.0,37358.0,6611.0,83751.0,446.0,2014.0,21790.0,613.0,13593.0,221.0,22927.0,1111.0,13556.0,599.0,790.0,239.0,4162.0,1012.0,725188.0,126272.0,1392952.0,1862510.0,16100.0,310191.0,84814.0,9139.0,11827.0,1643.0,1702.0,344.0,8444.0,23897.0,88.0,153841.0,37826.0,125541.0,304520.0,7046.0,164355.0,883925.0,374468.0,1465.0,70086.0,46294.0,639.0,134.0,844.4,581.0,4306.0,1396.0,1197.0,465.0,4035.0
SF126_CENTRAL_NERVOUS_SYSTEM,6331447.0,34424.0,344424.0,330959.0,566171.0,14954.0,251836.0,322789.0,102052.0,23697699.0,957554.0,6191.0,435412.0,131709.0,158844.4,11575.0,262791.0,38528870.0,2393024.0,528254.0,108978.0,3202293.0,20696.0,31227.0,460204.0,15475.0,107380.0,570213.0,96181023.0,175126.0,16990708.0,779450.0,10506.0,481182.0,7780458.0,13561.0,48956.0,81760244.0,23655254.0,92576.0,177052.0,37225.0,414451.0,172785.0,2568510.0,132204.0,3942280.0,55121.0,15038891.8,7100055.0,29148.2,853479.0,275934.0,53868.0,3897.0,2866055.0,22644.0,1842283.0,784668.0,381839.0,5720714.0,307868.0,1706537.0,9656080.0,3792434.0,4618035.0,6516084.0,11503299.0,13910843.0,19331482.0,938158.0,2321729.0,17521857.0,471820.0,2033735.0,29786.0,761305.0,4704.0,76701.0,45667.0,8439.0,141651.0,12086.0,832236.0,117062.0,315727.0,74946.0,38737.0,1611.0,104213.0,417698.0,4552557.0,58137.0,10026940.0,2155549.0,1419674.0,5240012.0,2159139.0,11185.0,343785.0,17320.0,34363.0,8901.0,370146.0,16407.0,10230.0,1859931.0,8663398.0,2285016.0,852997.0,23362.0,1080735.0,14941190.0,3045358.0,34821.0,2937603.0,933077.0,12235.0,1543.0,13048.0,15960.0,44048.0,13296.0,21380.0,482.0,59606.0
RERFLCAD2_LUNG,70846.0,48996.0,145797.0,258986.0,28866.0,55345.6,70778.0,64505.0,28689.0,1775425.0,88636.0,5738.0,16051.0,18944.6,108450.0,12784.0,481776.0,93030411.0,1492058.0,93845.0,16016.0,1061124.0,7533.0,16504.0,127688.0,406061.0,33751.0,6823.0,23322113.0,7453783.0,10132677.0,281336.0,5390.4,107274.0,2354030.0,9718.0,200830.0,30405497.0,8744259.0,1341094.0,286302.0,7767.0,206525.0,904695.0,1054114.0,203706.0,1074666.0,28786.0,10375349.0,249364.0,83247.0,230009.0,238792.0,17670.0,5994.0,244312.0,289160.0,206974.0,213201.0,259808.0,1839494.0,394177.0,3925345.0,1998960.0,3795361.0,879143.0,895009.0,4555719.0,4359948.0,2784952.0,121148.0,405280.0,6022045.0,332592.0,429420.0,28676.0,94805.0,2466.0,20043.0,21328.0,1059.0,66472.0,1595.8,230299.0,9165.0,96141.0,2834.0,9343.0,669.0,47247.0,8486.0,818206.0,149538.0,4318768.0,4071091.0,71238.0,1383252.0,653966.0,6889.0,13689.0,40305.0,12257.0,2922.0,760.0,12423.0,2396.0,306183.0,237730.0,558702.0,451185.0,11858.0,1011077.0,3486806.0,354919.0,50524.0,177162.0,64395.0,15483.0,2213.0,608.0,2008.0,10931.0,6224.0,6644.0,806.0,13609.0
OUMS23_LARGE_INTESTINE,28519.0,107707.0,213860.0,159483.2,42436.0,11553.0,78444.0,88938.0,102878.0,2672440.0,90805.0,7883.0,66857.0,3314.0,140680.0,33378.0,1241871.0,158751870.0,2402265.0,105205.0,95993.0,2516722.0,11513.0,10514.0,64433.0,239043.0,20584.0,9867.0,29097376.0,210547.0,18661734.0,380783.0,2475.0,115575.0,7666117.0,19538.0,202841.0,16268703.0,10782329.0,120749.0,100703.0,29200.0,699767.0,1931347.0,57179.0,202823.0,1184080.0,12813.0,8123162.0,273541.0,25918.0,726015.0,104719.0,13574.0,9157.0,288735.0,409765.0,812867.0,502385.0,742145.0,3827637.0,46012.0,7828125.0,3506326.0,1831070.0,3776543.0,3573515.0,9267175.0,10818553.0,11529309.0,461843.0,1003137.0,1512865.0,19539.0,191394.0,22657.0,493681.0,514.0,414.0,43713.0,997.0,64049.0,4844.0,164969.0,15967.0,71293.0,838.0,10125.0,2140.0,31882.0,2053.0,4351311.0,906413.0,3964932.0,4275364.0,1034216.0,1472319.0,527643.0,8745.0,309264.0,1267.0,10034.0,3249.0,988.0,8575.0,205.0,1045999.0,10749351.0,361444.0,671037.0,36536.0,519122.0,2075964.0,257841.0,15158.0,111283.0,92158.0,4075.0,740.0,283.0,471.0,1560.0,305.0,1934.0,615.0,37353.0
SNGM_ENDOMETRIUM,84190.0,122527.0,626533.0,514755.0,86887.0,40401.0,94455.0,485890.0,48483.0,852361.0,67790.0,4722.0,35563.0,7167.0,192327.0,34235.0,912773.0,123953514.0,1720562.0,285775.0,49737.0,1558713.0,24298.0,7395.0,180661.0,231227.0,40448.0,12851.0,38058663.0,150750.0,14947037.0,347525.0,9741.0,143554.0,7767029.0,32886.0,191439.0,57165739.0,13826200.0,96657.0,1008629.0,25740.0,563228.0,1435874.0,1907774.0,25322.0,1850008.0,37465.0,12206538.6,142405.0,27444.0,1102743.0,495008.0,24938.0,9635.0,757120.0,119418.0,157111.0,51323.0,142292.0,2654336.0,140073.0,1901540.0,2117523.0,3828598.0,1349403.0,846925.0,1271206.0,120756.0,1618801.0,42907.0,339644.0,13557674.0,180649.0,2326630.0,62209.0,964915.0,2197.0,49229.0,359074.0,3581.0,155822.0,958.0,425103.0,25728.0,195340.0,2524.0,41876.0,1240.0,65952.0,8337.0,887409.0,64258.0,14482193.0,14515709.0,2264356.0,2624792.0,1098091.0,16298.0,42407.0,4617.0,29173.0,15810.0,22225.0,14209.0,2151.0,212350.0,524.0,3063239.0,881706.0,14514.0,4041321.0,9111833.0,400989.0,23179.0,1764800.0,157528.0,20205.0,1588.0,423.0,762.0,12208.0,3647.0,1617.0,531.0,110966.0
OUMS27_BONE,126114.0,17800.0,84781.0,258212.0,103258.0,18766.0,84232.0,149487.0,50457.0,8017357.0,319082.0,9363.0,74057.0,99235.0,42044.0,9081.0,411264.0,163036493.0,1035017.0,222491.0,26488.0,633176.0,13323.0,30405.0,115598.0,31151.0,35568.0,565683.0,55618340.0,205822.0,7573486.0,491478.0,6385.0,110369.0,2976922.0,2943.0,53230.0,35733908.0,10289022.0,365493.0,201557.0,34976.0,364550.0,713746.0,515329.0,237928.0,1245038.0,17924.0,24545023.0,1153156.0,12599.0,229972.0,93507.0,44437.0,21199.0,558805.0,324287.0,1545658.0,621382.0,196172.0,2634919.0,101011.0,3128933.0,3937307.0,1681744.0,5100956.0,4579630.0,11792789.0,12673327.0,14805807.0,637211.0,126779.0,6816042.0,68823.0,674139.0,27760.0,472755.0,618.0,1074.0,42690.0,1640.0,74854.0,2405.0,300485.0,23842.0,99954.0,116006.0,28025.0,2301.0,39110.0,75937.0,3934232.0,728162.0,4647051.0,6231875.0,580331.0,1798262.0,677482.0,6523.0,294470.0,17409.0,15391.0,2617.0,289611.0,7338.0,2760.0,2272962.0,7117727.0,1086269.0,714321.0,57514.0,1764676.0,7179063.0,973712.0,53204.0,184913.0,427443.0,11151.0,488.0,4214.0,7764.0,28848.0,5519.0,22777.0,275.0,52448.0
