Ensembl Gene ID,EC Number,Gene Symbol and Synonyms,MitoCarta2.0_Score,MitoCarta3.0 Class,TrSSP prediction
ENSG00000254992,-,-,0,-1,-1
ENSG00000254993,-,-,0,-1,-1
ENSG00000254995,-,-,0,-1,-1
ENSG00000254996,-,MASK-BP3; ANKHD1-EIF4EBP3; MASK-BP3ARF,-0.9827,0,0
ENSG00000254997,-,KRTAP5-1; KRTAP5.9; KRN1; KRTAP5-9,-10.8297,0,0
ENSG00000254998,-,-,0,-1,-1
ENSG00000254999,-,BRK1; C3orf10; HSPC300; MDS027; hHBrk1,19.3217,0,0
ENSG00000255000,-,-,0,-1,-1
ENSG00000255001,-,-,0,-1,-1
ENSG00000255002,-,-,0,-1,-1
ENSG00000255003,-,-,0,-1,-1
ENSG00000255004,-,-,0,-1,-1
ENSG00000255005,-,-,0,-1,-1
ENSG00000255006,-,-,0,-1,-1
ENSG00000255007,-,-,0,-1,-1
ENSG00000255008,-,-,0,-1,-1
ENSG00000255009,-,C11orf27; HMGPI; UBTFL1,10.5459,0,0
ENSG00000255010,-,-,0,-1,-1
ENSG00000255011,-,-,0,-1,-1
ENSG00000255012,-,OR11-208; OST050; OR5M1,-13.4554,0,0
ENSG00000255014,-,-,0,-1,-1
ENSG00000255015,-,-,0,-1,-1
ENSG00000255016,-,-,0,-1,-1
ENSG00000255018,-,-,0,-1,-1
ENSG00000255019,-,-,0,-1,-1
ENSG00000255020,-,-,0,-1,-1
ENSG00000255021,-,-,0,-1,-1
ENSG00000255022,-,-,0,-1,-1
ENSG00000255025,-,-,0,-1,-1
ENSG00000255026,-,-,0,-1,-1
ENSG00000255027,-,-,0,-1,-1
ENSG00000255028,-,-,0,-1,-1
ENSG00000255029,-,-,0,-1,-1
ENSG00000255030,-,-,0,-1,-1
ENSG00000255031,-,-,0,-1,-1
ENSG00000255032,-,-,0,-1,-1
ENSG00000255033,-,-,0,-1,-1
ENSG00000255035,-,-,0,-1,-1
ENSG00000255036,-,-,0,-1,-1
ENSG00000255037,-,-,0,-1,-1
ENSG00000255038,-,-,0,-1,-1
ENSG00000255039,-,-,0,-1,-1
ENSG00000255040,-,-,0,-1,-1
ENSG00000255041,-,-,0,-1,-1
ENSG00000255042,-,-,0,-1,-1
ENSG00000255043,-,-,0,-1,-1
ENSG00000255045,-,-,0,-1,-1
ENSG00000255046,-,-,0,-1,-1
ENSG00000255047,-,-,0,-1,-1
ENSG00000255048,-,-,0,-1,-1
ENSG00000255050,-,-,0,-1,-1
ENSG00000255051,-,-,0,-1,-1
ENSG00000255052,-,-,0,-1,-1
ENSG00000255053,-,-,0,-1,-1
ENSG00000255054,-,-,0,-1,-1
ENSG00000255057,-,-,0,-1,-1
ENSG00000255058,-,-,0,-1,-1
ENSG00000255059,-,-,0,-1,-1
ENSG00000255060,-,-,0,-1,-1
ENSG00000255062,-,-,0,-1,-1
ENSG00000255063,-,-,0,-1,-1
ENSG00000255065,-,-,0,-1,-1
ENSG00000255067,-,-,0,-1,-1
ENSG00000255069,-,-,0,-1,-1
ENSG00000255070,-,-,0,-1,-1
ENSG00000255071,-,SAA2-SAA4,-10.6961,0,-1
ENSG00000255072,-,PIGY; PIG-Y; HPMRS6,-3.78,0,0
ENSG00000255073,-,-,0,-1,-1
ENSG00000255074,-,-,0,-1,-1
ENSG00000255075,-,-,0,-1,-1
ENSG00000255078,-,-,0,-1,-1
ENSG00000255079,-,-,0,-1,-1
ENSG00000255080,-,-,0,-1,-1
ENSG00000255081,-,-,0,-1,-1
ENSG00000255082,-,-,0,-1,-1
ENSG00000255083,-,-,0,-1,-1
ENSG00000255084,-,-,0,-1,-1
ENSG00000255085,-,-,0,-1,-1
ENSG00000255086,-,-,0,-1,-1
ENSG00000255087,-,-,0,-1,-1
ENSG00000255088,-,-,0,-1,-1
ENSG00000255089,-,-,0,-1,-1
ENSG00000255090,-,-,0,-1,-1
ENSG00000255091,-,-,0,-1,-1
ENSG00000255092,-,-,0,-1,-1
ENSG00000255093,-,-,0,-1,-1
ENSG00000255094,-,-,0,-1,-1
ENSG00000255095,-,-,0,-1,-1
ENSG00000255096,-,-,0,-1,-1
ENSG00000255097,-,-,0,-1,-1
ENSG00000255098,-,-,0,-1,-1
ENSG00000255099,-,-,0,-1,-1
ENSG00000255100,-,-,0,-1,-1
ENSG00000255101,-,-,0,-1,-1
ENSG00000255102,-,-,0,-1,-1
ENSG00000255103,-,-,0,-1,-1
ENSG00000255104,-,-,0,-1,-1
ENSG00000255105,-,-,0,-1,-1
ENSG00000255106,-,-,0,-1,-1
ENSG00000255107,-,-,0,-1,-1
ENSG00000255108,-,-,0,-1,-1
ENSG00000255109,-,-,0,-1,-1
ENSG00000255110,-,-,0,-1,-1
ENSG00000255111,-,-,0,-1,-1
ENSG00000255112,-,Vps46B; C10orf2; C18orf2; C18-ORF2; CHMP1.5; CHMP1B; Vps46-2; hVps46-2,-3.8147,0,1
ENSG00000255113,-,-,0,-1,-1
ENSG00000255114,-,-,0,-1,-1
ENSG00000255115,-,-,0,-1,-1
ENSG00000255116,-,-,0,-1,-1
ENSG00000255117,-,-,0,-1,-1
ENSG00000255118,-,-,0,-1,-1
ENSG00000255119,-,-,0,-1,-1
ENSG00000255120,-,-,0,-1,-1
ENSG00000255121,-,-,0,-1,-1
ENSG00000255122,-,-,0,-1,-1
ENSG00000255123,-,-,0,-1,-1
ENSG00000255124,-,-,0,-1,-1
ENSG00000255125,-,-,0,-1,-1
ENSG00000255126,-,-,0,-1,-1
ENSG00000255127,-,-,0,-1,-1
ENSG00000255128,-,-,0,-1,-1
ENSG00000255129,-,-,0,-1,-1
ENSG00000255130,-,-,0,-1,-1
ENSG00000255131,-,-,0,-1,-1
ENSG00000255132,-,-,0,-1,-1
ENSG00000255133,-,-,0,-1,-1
ENSG00000255134,-,-,0,-1,-1
ENSG00000255135,-,-,0,-1,-1
ENSG00000255136,-,-,0,-1,-1
ENSG00000255138,-,-,0,-1,-1
ENSG00000255139,-,-,0,-1,-1
ENSG00000255140,-,-,0,-1,-1
ENSG00000255141,-,-,0,-1,-1
ENSG00000255142,-,-,0,-1,-1
ENSG00000255143,-,-,0,-1,-1
ENSG00000255144,-,-,0,-1,-1
ENSG00000255145,-,-,0,-1,-1
ENSG00000255146,-,-,0,-1,-1
ENSG00000255147,-,-,0,-1,-1
ENSG00000255148,-,-,0,-1,-1
ENSG00000255150,-,NS4EB; EID3; NSE4B; NSMCE4B,-6.2297,0,0
ENSG00000255151,-,GLYATL1B; GLYATL1P3,6.2978,-1,-1
ENSG00000255152,-,-,0,-1,-1
ENSG00000255153,-,-,0,-1,-1
ENSG00000255154,EC 4.2.1.-,HTD2,0,1,0
ENSG00000255155,-,-,0,-1,-1
ENSG00000255157,-,-,0,-1,-1
ENSG00000255158,-,-,0,-1,-1
ENSG00000255159,-,-,0,-1,-1
ENSG00000255160,-,-,0,-1,-1
ENSG00000255161,-,-,0,-1,-1
ENSG00000255162,-,-,0,-1,-1
ENSG00000255163,-,-,0,-1,-1
ENSG00000255164,-,-,0,-1,-1
ENSG00000255165,-,-,0,-1,-1
ENSG00000255166,-,-,0,-1,-1
ENSG00000255167,-,-,0,-1,-1
ENSG00000255168,-,-,0,-1,-1
ENSG00000255169,-,-,0,-1,-1
ENSG00000255170,-,-,0,-1,-1
ENSG00000255171,-,-,0,-1,-1
ENSG00000255172,-,-,0,-1,-1
ENSG00000255174,-,-,0,-1,-1
ENSG00000255175,-,-,0,-1,-1
ENSG00000255176,-,-,0,-1,-1
ENSG00000255177,-,-,0,-1,-1
ENSG00000255178,-,-,0,-1,-1
ENSG00000255179,-,-,0,-1,-1
ENSG00000255181,-,CCDC166,-4.2008,0,0
ENSG00000255182,-,-,0,-1,-1
ENSG00000255183,-,-,0,-1,-1
ENSG00000255184,-,-,0,-1,-1
ENSG00000255185,-,-,0,-1,-1
ENSG00000255186,-,-,0,-1,-1
ENSG00000255187,-,-,0,-1,-1
ENSG00000255188,-,-,0,-1,-1
ENSG00000255189,-,-,0,-1,-1
ENSG00000255190,-,-,0,-1,-1
ENSG00000255191,-,-,0,-1,-1
ENSG00000255192,-,PN8; NANOGP8; NANOGP1,-10.6961,-1,-1
ENSG00000255193,-,-,0,-1,-1
ENSG00000255194,-,-,0,-1,-1
ENSG00000255196,-,-,0,-1,-1
ENSG00000255197,-,-,0,-1,-1
ENSG00000255198,-,-,0,-1,-1
ENSG00000255199,-,-,0,-1,-1
ENSG00000255200,-,-,0,-1,-1
ENSG00000255201,-,-,0,-1,-1
ENSG00000255202,-,-,0,-1,-1
ENSG00000255203,-,-,0,-1,-1
ENSG00000255204,-,-,0,-1,-1
ENSG00000255205,-,-,0,-1,-1
ENSG00000255206,-,-,0,-1,-1
ENSG00000255207,-,-,0,-1,-1
ENSG00000255208,-,-,0,-1,-1
ENSG00000255209,-,-,0,-1,-1
ENSG00000255210,-,-,0,-1,-1
ENSG00000255211,-,-,0,-1,-1
ENSG00000255213,-,-,0,-1,-1
ENSG00000255214,-,-,0,-1,-1
ENSG00000255215,-,-,0,-1,-1
ENSG00000255216,-,-,0,-1,-1
ENSG00000255217,-,-,0,-1,-1
ENSG00000255218,-,-,0,-1,-1
ENSG00000255219,-,-,0,-1,-1
ENSG00000255220,-,-,0,-1,-1
ENSG00000255221,-,CARD17; INCA,-0.9827,0,0
ENSG00000255222,-,-,0,-1,-1
ENSG00000255223,-,OR11-199; OR5M11,-10.6961,0,0
ENSG00000255224,-,-,0,-1,-1
ENSG00000255225,-,-,0,-1,-1
ENSG00000255226,-,-,0,-1,-1
ENSG00000255227,-,-,0,-1,-1
ENSG00000255229,-,-,0,-1,-1
ENSG00000255230,-,-,0,-1,-1
ENSG00000255231,-,-,0,-1,-1
ENSG00000255232,-,-,0,-1,-1
ENSG00000255233,-,-,0,-1,-1
ENSG00000255234,-,-,0,-1,-1
ENSG00000255236,-,-,0,-1,-1
ENSG00000255237,-,-,0,-1,-1
ENSG00000255238,-,-,0,-1,-1
ENSG00000255239,-,-,0,-1,-1
ENSG00000255240,-,-,0,-1,-1
ENSG00000255241,-,-,0,-1,-1
ENSG00000255242,-,-,0,-1,-1
ENSG00000255243,-,-,0,-1,-1
ENSG00000255244,-,-,0,-1,-1
ENSG00000255245,-,FXYD6-FXYD2; FXYD6,-2.6545,0,-1
ENSG00000255246,-,-,0,-1,-1
ENSG00000255247,-,-,0,-1,-1
ENSG00000255248,-,-,0,-1,-1
ENSG00000255250,-,-,0,-1,-1
ENSG00000255251,-,PRR23D1; PRR23D2,-10.8297,0,-1
ENSG00000255252,-,-,0,-1,-1
ENSG00000255253,-,-,0,-1,-1
ENSG00000255254,-,-,0,-1,-1
ENSG00000255255,-,-,0,-1,-1
ENSG00000255256,-,-,0,-1,-1
ENSG00000255257,-,-,0,-1,-1
ENSG00000255258,-,-,0,-1,-1
ENSG00000255259,-,-,0,-1,-1
ENSG00000255260,-,-,0,-1,-1
ENSG00000255261,-,-,0,-1,-1
ENSG00000255262,-,-,0,-1,-1
ENSG00000255265,-,-,0,-1,-1
ENSG00000255266,-,-,0,-1,-1
ENSG00000255267,-,-,0,-1,-1
ENSG00000255268,-,-,0,-1,-1
ENSG00000255269,-,-,0,-1,-1
ENSG00000255270,-,-,0,-1,-1
ENSG00000255271,-,-,0,-1,-1
ENSG00000255272,-,-,0,-1,-1
ENSG00000255273,-,-,0,-1,-1
ENSG00000255274,-,-,0,-1,-1
ENSG00000255275,-,-,0,-1,-1
ENSG00000255276,-,-,0,-1,-1
ENSG00000255277,-,-,0,-1,-1
ENSG00000255279,-,-,0,-1,-1
ENSG00000255280,-,-,0,-1,-1
ENSG00000255281,-,-,0,-1,-1
ENSG00000255282,-,-,0,-1,-1
ENSG00000255283,-,-,0,-1,-1
ENSG00000255284,-,-,0,-1,-1
ENSG00000255285,-,-,0,-1,-1
ENSG00000255286,-,-,0,-1,-1
ENSG00000255287,-,-,0,-1,-1
ENSG00000255289,-,-,0,-1,-1
ENSG00000255291,-,-,0,-1,-1
ENSG00000255292,-,-,0,-1,-1
ENSG00000255293,-,-,0,-1,-1
ENSG00000255294,-,-,0,-1,-1
ENSG00000255295,-,-,0,-1,-1
ENSG00000255296,-,-,0,-1,-1
ENSG00000255297,-,-,0,-1,-1
ENSG00000255298,-,OR8G5P; OR8G6; OR8G5; OR11-298,-10.6961,0,0
ENSG00000255299,-,-,0,-1,-1
ENSG00000255300,-,-,0,-1,-1
ENSG00000255301,-,-,0,-1,-1
ENSG00000255302,-,EID1; CRI1; PTD014; IRO45620; C15orf3; PNAS-22; RBP21; EID-1,0.3874,0,1
ENSG00000255303,-,-,0,-1,-1
ENSG00000255304,-,-,0,-1,-1
ENSG00000255305,-,-,0,-1,-1
ENSG00000255306,-,-,0,-1,-1
ENSG00000255307,-,OR52B2; OR11-70,-10.6961,0,0
ENSG00000255308,-,-,0,-1,-1
ENSG00000255309,-,-,0,-1,-1
ENSG00000255310,-,-,0,-1,-1
ENSG00000255311,-,-,0,-1,-1
ENSG00000255312,-,-,0,-1,-1
ENSG00000255313,-,-,0,-1,-1
ENSG00000255314,-,-,0,-1,-1
ENSG00000255315,-,-,0,-1,-1
ENSG00000255316,-,-,0,-1,-1
ENSG00000255317,-,-,0,-1,-1
ENSG00000255318,-,-,0,-1,-1
ENSG00000255319,-,-,0,-1,-1
ENSG00000255320,-,-,0,-1,-1
ENSG00000255321,-,-,0,-1,-1
ENSG00000255322,-,-,0,-1,-1
ENSG00000255323,-,-,0,-1,-1
ENSG00000255325,-,-,0,-1,-1
ENSG00000255326,-,-,0,-1,-1
ENSG00000255327,-,-,0,-1,-1
ENSG00000255328,-,-,0,-1,-1
ENSG00000255329,-,-,0,-1,-1
ENSG00000255330,-,-,0,-1,-1
ENSG00000255331,-,-,0,-1,-1
ENSG00000255332,-,-,0,-1,-1
ENSG00000255333,-,-,0,-1,-1
ENSG00000255334,-,-,0,-1,-1
ENSG00000255335,-,-,0,-1,-1
ENSG00000255336,-,-,0,-1,-1
ENSG00000255337,-,-,0,-1,-1
ENSG00000255339,-,-,0,-1,-1
ENSG00000255340,-,-,0,-1,-1
ENSG00000255341,-,-,0,-1,-1
ENSG00000255342,-,-,0,-1,-1
ENSG00000255343,-,-,0,-1,-1
ENSG00000255344,-,-,0,-1,-1
ENSG00000255345,-,-,0,-1,-1
ENSG00000255346,EC 1.6.3.-,NOX5,-8.989,0,0
ENSG00000255347,-,-,0,-1,-1
ENSG00000255348,-,-,0,-1,-1
ENSG00000255349,-,-,0,-1,-1
ENSG00000255350,-,-,0,-1,-1
ENSG00000255351,-,-,0,-1,-1
ENSG00000255352,-,-,0,-1,-1
ENSG00000255353,-,-,0,-1,-1
ENSG00000255354,-,-,0,-1,-1
ENSG00000255355,-,-,0,-1,-1
ENSG00000255356,-,-,0,-1,-1
ENSG00000255358,-,-,0,-1,-1
ENSG00000255359,-,CCDC179,-8.0704,0,0
ENSG00000255360,-,-,0,-1,-1
ENSG00000255361,-,-,0,-1,-1
ENSG00000255362,-,-,0,-1,-1
ENSG00000255363,-,-,0,-1,-1
ENSG00000255364,-,-,0,-1,-1
ENSG00000255365,-,-,0,-1,-1
ENSG00000255366,-,-,0,-1,-1
ENSG00000255367,-,-,0,-1,-1
ENSG00000255368,-,-,0,-1,-1
ENSG00000255369,-,-,0,-1,-1
ENSG00000255370,-,-,0,-1,-1
ENSG00000255371,-,-,0,-1,-1
ENSG00000255372,-,-,0,-1,-1
ENSG00000255374,-,TAS2R43; T2R52; T2R43; TAS2R45; T2R45; ZG24P; GPR59,-10.6961,0,0
ENSG00000255375,-,-,0,-1,-1
ENSG00000255376,-,-,0,-1,-1
ENSG00000255377,-,-,0,-1,-1
ENSG00000255378,-,PRR23D1; PRR23D2,0,0,-1
ENSG00000255379,-,-,0,-1,-1
ENSG00000255381,-,-,0,-1,-1
ENSG00000255382,-,-,0,-1,-1
ENSG00000255384,-,-,0,-1,-1
ENSG00000255385,-,-,0,-1,-1
ENSG00000255386,-,-,0,-1,-1
ENSG00000255387,-,-,0,-1,-1
ENSG00000255388,-,-,0,-1,-1
ENSG00000255389,-,-,0,-1,-1
ENSG00000255390,-,-,0,-1,-1
ENSG00000255391,-,-,0,-1,-1
ENSG00000255393,-,OOSP4B,-10.6961,-1,-1
ENSG00000255394,-,G4DM; C8orf49,0,-1,-1
ENSG00000255395,-,-,0,-1,-1
ENSG00000255396,-,-,0,-1,-1
ENSG00000255397,-,-,0,-1,-1
ENSG00000255398,-,Puma-g; HCA3; PUMAG; GPR109B; HCAR3; HM74,0.0434,0,0
ENSG00000255399,-,-,0,-1,-1
ENSG00000255400,-,-,0,-1,-1
ENSG00000255401,-,-,0,-1,-1
ENSG00000255402,-,-,0,-1,-1
ENSG00000255403,-,-,0,-1,-1
ENSG00000255404,-,-,0,-1,-1
ENSG00000255406,-,-,0,-1,-1
ENSG00000255408,-,PCDHA3; PCDH-ALPHA3,19.3217,0,0
ENSG00000255409,-,-,0,-1,-1
ENSG00000255410,-,-,0,-1,-1
ENSG00000255411,-,-,0,-1,-1
ENSG00000255413,-,-,0,-1,-1
ENSG00000255414,-,-,0,-1,-1
ENSG00000255415,-,-,0,-1,-1
ENSG00000255416,-,-,0,-1,-1
ENSG00000255417,-,-,0,-1,-1
ENSG00000255418,-,-,0,-1,-1
ENSG00000255420,-,-,0,-1,-1
ENSG00000255421,-,-,0,-1,-1
ENSG00000255422,-,-,0,-1,-1
ENSG00000255423,-,EBLN-2; EBLN2,-8.8008,0,0
ENSG00000255424,-,-,0,-1,-1
ENSG00000255425,-,-,0,-1,-1
ENSG00000255426,-,-,0,-1,-1
ENSG00000255427,-,-,0,-1,-1
ENSG00000255428,-,-,0,-1,-1
ENSG00000255429,-,-,0,-1,-1
ENSG00000255431,-,-,0,-1,-1
ENSG00000255432,-,-,0,-1,-1
ENSG00000255433,-,-,0,-1,-1
ENSG00000255434,-,-,0,-1,-1
ENSG00000255435,-,-,0,-1,-1
ENSG00000255436,-,-,0,-1,-1
ENSG00000255437,-,-,0,-1,-1
ENSG00000255438,-,-,0,-1,-1
ENSG00000255439,-,-,0,-1,-1
ENSG00000255440,-,-,0,-1,-1
ENSG00000255441,-,-,0,-1,-1
ENSG00000255442,-,-,0,-1,-1
ENSG00000255443,-,-,0,-1,-1
ENSG00000255444,-,-,0,-1,-1
ENSG00000255445,-,-,0,-1,-1
ENSG00000255446,-,-,0,-1,-1
ENSG00000255447,-,-,0,-1,-1
ENSG00000255448,-,-,0,-1,-1
ENSG00000255449,-,-,0,-1,-1
ENSG00000255450,-,-,0,-1,-1
ENSG00000255451,-,-,0,-1,-1
ENSG00000255452,-,-,0,-1,-1
ENSG00000255454,-,-,0,-1,-1
ENSG00000255455,-,-,0,-1,-1
ENSG00000255456,-,-,0,-1,-1
ENSG00000255457,-,-,0,-1,-1
ENSG00000255458,-,-,0,-1,-1
ENSG00000255459,-,-,0,-1,-1
ENSG00000255460,-,-,0,-1,-1
ENSG00000255461,-,-,0,-1,-1
ENSG00000255462,-,-,0,-1,-1
ENSG00000255463,-,-,0,-1,-1
ENSG00000255464,-,-,0,-1,-1
ENSG00000255465,-,-,0,-1,-1
ENSG00000255466,-,-,0,-1,-1
ENSG00000255467,-,-,0,-1,-1
ENSG00000255468,-,-,0,-1,-1
ENSG00000255469,-,-,0,-1,-1
ENSG00000255470,-,-,0,-1,-1
ENSG00000255471,-,-,0,-1,-1
ENSG00000255472,-,-,0,-1,-1
ENSG00000255474,-,-,0,-1,-1
ENSG00000255475,-,-,0,-1,-1
ENSG00000255476,-,-,0,-1,-1
ENSG00000255477,-,-,0,-1,-1
ENSG00000255478,-,-,0,-1,-1
ENSG00000255479,-,-,0,-1,-1
ENSG00000255480,-,-,0,-1,-1
ENSG00000255481,-,-,0,-1,-1
ENSG00000255482,-,-,0,-1,-1
ENSG00000255483,-,-,0,-1,-1
ENSG00000255484,-,-,0,-1,-1
ENSG00000255485,-,-,0,-1,-1
ENSG00000255486,-,-,0,-1,-1
ENSG00000255487,-,-,0,-1,-1
ENSG00000255489,-,-,0,-1,-1
ENSG00000255490,-,-,0,-1,-1
ENSG00000255491,-,-,0,-1,-1
ENSG00000255492,-,-,0,-1,-1
ENSG00000255493,-,-,0,-1,-1
ENSG00000255494,-,-,0,-1,-1
ENSG00000255495,-,-,0,-1,-1
ENSG00000255496,-,-,0,-1,-1
ENSG00000255498,-,-,0,-1,-1
ENSG00000255500,-,-,0,-1,-1
ENSG00000255501,-,CARD18; pseudo-ICE; UNQ5804; ICEBERG,-0.9827,0,1
ENSG00000255502,-,-,0,-1,-1
ENSG00000255503,-,-,0,-1,-1
ENSG00000255504,-,-,0,-1,-1
ENSG00000255505,-,-,0,-1,-1
ENSG00000255506,-,-,0,-1,-1
ENSG00000255507,-,-,0,-1,-1
ENSG00000255508,-,-,0,-1,-1
ENSG00000255509,-,-,0,-1,-1
ENSG00000255510,-,-,0,-1,-1
ENSG00000255511,-,-,0,-1,-1
ENSG00000255512,-,-,0,-1,-1
ENSG00000255513,-,-,0,-1,-1
ENSG00000255514,-,-,0,-1,-1
ENSG00000255515,-,-,0,-1,-1
ENSG00000255516,-,-,0,-1,-1
ENSG00000255517,-,-,0,-1,-1
ENSG00000255518,-,-,0,-1,-1
ENSG00000255519,-,-,0,-1,-1
ENSG00000255520,-,-,0,-1,-1
ENSG00000255521,-,-,0,-1,-1
ENSG00000255522,-,-,0,-1,-1
ENSG00000255523,-,-,0,-1,-1
ENSG00000255525,-,-,0,-1,-1
ENSG00000255526,-,NEDD8-MDP1,0.3874,0,-1
ENSG00000255527,-,-,0,-1,-1
ENSG00000255528,-,-,0,-1,-1
ENSG00000255529,-,Gdown1; POLR2M; GRINL1A; Gdown; GCOM1,-3.2513,0,0
ENSG00000255530,-,-,0,-1,-1
ENSG00000255531,-,-,0,-1,-1
ENSG00000255532,-,-,0,-1,-1
ENSG00000255533,-,-,0,-1,-1
ENSG00000255534,-,-,0,-1,-1
ENSG00000255535,-,-,0,-1,-1
ENSG00000255536,-,-,0,-1,-1
ENSG00000255537,-,-,0,-1,-1
ENSG00000255538,-,-,0,-1,-1
ENSG00000255539,-,-,0,-1,-1
ENSG00000255540,-,-,0,-1,-1
ENSG00000255541,-,-,0,-1,-1
ENSG00000255542,-,-,0,-1,-1
ENSG00000255543,-,-,0,-1,-1
ENSG00000255544,-,-,0,-1,-1
ENSG00000255545,-,-,0,-1,-1
ENSG00000255546,-,-,0,-1,-1
ENSG00000255547,-,-,0,-1,-1
ENSG00000255548,-,-,0,-1,-1
ENSG00000255549,-,-,0,-1,-1
ENSG00000255550,-,-,0,-1,-1
ENSG00000255551,-,-,0,-1,-1
ENSG00000255552,-,-,0,-1,-1
ENSG00000255553,-,-,0,-1,-1
ENSG00000255554,-,-,0,-1,-1
ENSG00000255555,-,-,0,-1,-1
ENSG00000255556,-,-,0,-1,-1
ENSG00000255557,-,-,0,-1,-1
ENSG00000255558,-,-,0,-1,-1
ENSG00000255559,-,-,0,-1,-1
ENSG00000255561,-,hCG_2033039; FDXACB1,0.7262,0,0
ENSG00000255562,-,-,0,-1,-1
ENSG00000255563,-,-,0,-1,-1
ENSG00000255565,-,-,0,-1,-1
ENSG00000255566,-,-,0,-1,-1
ENSG00000255568,-,-,0,-1,-1
ENSG00000255569,-,-,0,-1,-1
ENSG00000255571,-,-,0,-1,-1
ENSG00000255572,-,-,0,-1,-1
ENSG00000255580,-,-,0,-1,-1
ENSG00000255581,-,-,0,-1,-1
ENSG00000255582,-,OR10G2; OR14-41,-10.6961,0,-1
ENSG00000255583,-,-,0,-1,-1
ENSG00000255585,-,-,0,-1,-1
ENSG00000255587,-,dJ431A14.3; RASD3; RASL13; RAB44,1.1487,0,0
ENSG00000255591,-,-,0,-1,-1
ENSG00000255594,-,-,0,-1,-1
ENSG00000255595,-,-,0,-1,-1
ENSG00000255599,-,-,0,-1,-1
ENSG00000255605,-,-,0,-1,-1
ENSG00000255606,-,-,0,-1,-1
ENSG00000255608,-,-,0,-1,-1
ENSG00000255618,-,-,0,-1,-1
ENSG00000255621,-,-,0,-1,-1
ENSG00000255622,-,-,0,-1,-1
ENSG00000255624,-,-,0,-1,-1
ENSG00000255627,-,-,0,-1,-1
ENSG00000255629,-,-,0,-1,-1
ENSG00000255633,-,-,0,-1,-1
ENSG00000255639,-,-,0,-1,-1
ENSG00000255641,-,-,0,-1,-1
ENSG00000255642,-,-,0,-1,-1
ENSG00000255644,-,-,0,-1,-1
ENSG00000255647,-,-,0,-1,-1
ENSG00000255648,-,-,0,-1,-1
ENSG00000255649,-,-,0,-1,-1
ENSG00000255650,-,-,0,-1,-1
ENSG00000255651,-,-,0,-1,-1
ENSG00000255652,-,-,0,-1,-1
ENSG00000255653,-,-,0,-1,-1
ENSG00000255655,-,-,0,-1,-1
ENSG00000255660,-,-,0,-1,-1
ENSG00000255663,-,-,0,-1,-1
ENSG00000255664,-,-,0,-1,-1
ENSG00000255666,-,-,0,-1,-1
ENSG00000255669,-,-,0,-1,-1
ENSG00000255670,-,-,0,-1,-1
ENSG00000255671,-,-,0,-1,-1
ENSG00000255672,-,-,0,-1,-1
ENSG00000255674,-,-,0,-1,-1
ENSG00000255679,-,-,0,-1,-1
ENSG00000255680,-,-,0,-1,-1
ENSG00000255686,-,-,0,-1,-1
ENSG00000255689,-,-,0,-1,-1
ENSG00000255690,-,TRIL,-6.2297,0,0
ENSG00000255692,-,-,0,-1,-1
ENSG00000255693,-,-,0,-1,-1
ENSG00000255700,-,-,0,-1,-1
ENSG00000255701,-,-,0,-1,-1
ENSG00000255703,-,-,0,-1,-1
ENSG00000255704,-,-,0,-1,-1
ENSG00000255710,-,-,0,-1,-1
ENSG00000255713,-,OR4D2; BC2009; OR17-24,1.3533,0,0
ENSG00000255714,-,-,0,-1,-1
ENSG00000255717,-,-,0,-1,-1
ENSG00000255723,-,-,0,-1,-1
ENSG00000255725,-,-,0,-1,-1
ENSG00000255726,-,-,0,-1,-1
ENSG00000255727,-,-,0,-1,-1
ENSG00000255729,-,-,0,-1,-1
ENSG00000255730,-,-,0,-1,-1
ENSG00000255733,-,-,0,-1,-1
ENSG00000255734,-,-,0,-1,-1
ENSG00000255735,-,-,0,-1,-1
ENSG00000255737,-,-,0,-1,-1
ENSG00000255740,-,-,0,-1,-1
ENSG00000255741,-,-,0,-1,-1
ENSG00000255745,-,-,0,-1,-1
ENSG00000255746,-,-,0,-1,-1
ENSG00000255748,-,-,0,-1,-1
ENSG00000255749,-,-,0,-1,-1
ENSG00000255750,-,-,0,-1,-1
ENSG00000255753,-,-,0,-1,-1
ENSG00000255757,-,-,0,-1,-1
ENSG00000255760,-,-,0,-1,-1
ENSG00000255763,-,-,0,-1,-1
ENSG00000255767,-,-,0,-1,-1
ENSG00000255769,-,-,0,-1,-1
ENSG00000255772,-,-,0,-1,-1
ENSG00000255774,-,-,0,-1,-1
ENSG00000255775,-,-,0,-1,-1
ENSG00000255776,-,-,0,-1,-1
ENSG00000255778,-,-,0,-1,-1
ENSG00000255780,-,-,0,-1,-1
ENSG00000255782,-,-,0,-1,-1
ENSG00000255786,-,-,0,-1,-1
ENSG00000255790,-,-,0,-1,-1
ENSG00000255794,-,-,0,-1,-1
ENSG00000255798,-,-,0,-1,-1
ENSG00000255800,-,-,0,-1,-1
ENSG00000255801,-,-,0,-1,-1
ENSG00000255804,-,OR6J1; OR6J1P; OR6J2,0,-1,-1
ENSG00000255807,-,-,0,-1,-1
ENSG00000255808,-,-,0,-1,-1
ENSG00000255811,-,-,0,-1,-1
ENSG00000255813,-,-,0,-1,-1
ENSG00000255815,-,-,0,-1,-1
ENSG00000255817,-,-,0,-1,-1
ENSG00000255819,-,-,0,-1,-1
